longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,distance_to_cluster_0,distance_to_cluster_1,distance_to_cluster_2,distance_to_cluster_3
-121.25,38.04,26.0,3080.0,473.0,1257.0,465.0,4.9861,0.0,1.2229667461531522,3.2748531883614085,8.267306876438782,3.2232628348077768
-121.91,37.23,27.0,4866.0,668.0,1956.0,659.0,7.3843,3.0,3.1813869674433395,3.659369786999693,7.2650035344223864,2.931694025140977
-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,9.8413,3.0,7.741723288199161,7.13783317166578,4.166113584322129,5.0552777708114505
-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,0.0,1.44633603093312,3.8914739535934464,9.323119441442914,4.278905960170289
-123.81,39.34,17.0,1981.0,371.0,773.0,325.0,3.1563,3.0,2.3426010476477663,4.08944603170935,9.319427175139342,4.400896906928285
-118.81,34.28,20.0,3678.0,684.0,1882.0,694.0,4.1607,3.0,3.251264592103143,1.9287419492001077,7.121066177852289,1.4628419118263525
-120.89,37.48,27.0,1118.0,195.0,647.0,209.0,2.9135,0.0,1.232492339160505,3.0663859419884907,9.62966725353358,4.161459633853615
-118.37,33.88,21.0,966.0,172.0,417.0,158.0,5.5335,3.0,3.377609754490659,1.6343172812599802,9.757055923536528,3.985724193184618
-119.34,35.6,16.0,1584.0,309.0,1011.0,268.0,2.4961,0.0,2.143106664588814,2.564324888248535,9.035007854755863,3.456792310704076
-117.27,34.45,8.0,6463.0,1095.0,3213.0,1031.0,3.2215,0.0,5.000288508785294,4.626481898181376,5.125977638598155,2.226149503877648
-122.51,37.92,32.0,2622.0,541.0,1022.0,464.0,3.7647,1.0,0.6159728142120403,3.1734364058000732,8.467867762221298,3.370485984072031
-122.44,37.76,35.0,1581.0,422.0,580.0,388.0,4.05,1.0,0.5851844547818111,3.082142134987846,9.143283800605621,3.87849390210341
-118.3,34.09,32.0,2202.0,674.0,2178.0,635.0,2.0307,3.0,3.330332312413704,1.7737882127916822,7.694573382143888,2.3114578233880927
-118.4,34.1,27.0,3979.0,510.0,1351.0,520.0,15.0001,3.0,6.682531290183875,5.87959107784603,9.54084370416634,6.1383048413545644
-118.21,34.56,12.0,2472.0,408.0,1048.0,380.0,4.7097,0.0,2.8584406250881926,2.4431342071031343,8.50969588177379,3.018880799835156
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,1.0,1.9574151643495725,3.6402347426309896,10.224300855982902,4.933231139546656
-117.07,32.57,17.0,2961.0,634.0,1911.0,615.0,2.5859,2.0,3.8679922713053547,2.0032766300953524,7.595507757479601,2.1923666425058785
-117.4,33.95,46.0,2189.0,423.0,866.0,389.0,3.1384,0.0,3.125126948701101,2.2383855375519217,9.055113291911969,3.7806619921293954
-116.23,33.72,32.0,4981.0,1326.0,3779.0,1186.0,1.7805,0.0,5.459630326543224,4.791557932703832,5.282720243364111,2.9534044216369013
-118.26,34.13,37.0,196.0,74.0,194.0,68.0,1.2188,3.0,3.5712708729854,2.218026997695465,10.527738288744196,4.808345402145854
-117.35,33.21,24.0,1586.0,262.0,912.0,298.0,4.25,2.0,3.2462852816778485,0.8849568426995185,9.11487222934695,3.3211477083122363
-122.32,37.95,37.0,1887.0,353.0,895.0,359.0,4.45,1.0,0.7689018636111171,3.121265920824557,9.096990291508442,3.887625539261311
-118.43,33.99,45.0,1899.0,461.0,1260.0,415.0,2.6667,3.0,3.1742420600665535,1.4076418702818325,8.842291269334334,3.399737305731402
-118.52,34.46,5.0,15341.0,2527.0,7270.0,2320.0,6.1281,3.0,11.700844481520598,11.4062605719742,3.1010209437141283,8.64598714386664
-114.62,33.62,26.0,18.0,3.0,5.0,3.0,0.536,0.0,4.739324405202505,3.571903724135452,11.013086581063348,5.5704710417733345
-121.99,38.35,45.0,1778.0,339.0,839.0,319.0,2.4659,0.0,1.513023314674063,3.692326418693346,9.480064859987113,4.483308317740217
-118.39,34.08,52.0,1244.0,304.0,444.0,282.0,3.5114,3.0,3.404844029438578,1.8374027059725282,9.78942555193606,4.320099905224461
-122.27,37.74,28.0,6909.0,1554.0,2974.0,1484.0,3.6875,1.0,4.964704931737539,5.822333291875725,4.226763174956887,3.2382492094048114
-117.79,33.7,16.0,1416.0,249.0,636.0,244.0,5.1741,3.0,3.527136961004346,1.5784194565319363,9.35290671001233,3.621094605767842
-119.72,34.47,34.0,3262.0,533.0,1265.0,502.0,5.8411,3.0,2.826712987337304,1.6246647961010656,8.08220231905444,2.6336816018603253
-122.47,37.73,52.0,2134.0,277.0,936.0,285.0,5.9245,2.0,2.3219874153491933,3.494043109694856,9.548753793219898,4.590265961221419
-118.3,33.83,31.0,2693.0,661.0,1598.0,618.0,3.1851,3.0,3.187835306364513,1.2818191576103035,7.759668843408833,2.172755973154312
-121.01,37.72,23.0,1373.0,264.0,677.0,245.0,2.5486,0.0,1.2659190687154627,3.2038940913393894,9.435033395797166,4.036719161118371
-122.3,37.53,38.0,984.0,171.0,429.0,157.0,5.3261,2.0,1.7722911776132595,3.085807333323666,9.975782802110388,4.5653780431072
-120.44,38.61,9.0,2598.0,548.0,796.0,297.0,3.5192,0.0,1.9249084426279353,3.603514845898953,8.669220808796537,3.560610177699201
-117.95,33.92,32.0,1661.0,312.0,1201.0,302.0,4.0,3.0,3.0788179152195543,0.4839208987509744,8.99518750182901,3.241413458562654
-117.1,32.68,45.0,1183.0,289.0,900.0,266.0,2.4943,2.0,3.6951409335845997,1.619614915991096,9.60675410249013,4.10401584471984
-121.66,39.15,22.0,2144.0,376.0,1200.0,370.0,3.4426,0.0,1.0899132227119597,3.6589863146857002,8.835403117322327,3.7958396339080163
-121.93,37.25,21.0,1354.0,289.0,639.0,273.0,4.5333,3.0,1.9628926603342685,2.7692270564068617,9.351046499679335,3.8575641293686775
-118.03,33.95,34.0,1882.0,428.0,1034.0,375.0,3.6509,3.0,3.0356543214224403,0.5214012438364483,8.803702761929697,3.088429063252674
-120.97,37.66,24.0,2930.0,588.0,1448.0,570.0,3.5395,0.0,1.2796756674530803,3.1604481634014414,7.894247277292561,2.8073399131408303
-117.56,33.94,6.0,575.0,73.0,318.0,88.0,7.0215,0.0,4.0739716515975095,3.41032337259842,10.200048926426561,4.804217005024165
-117.12,32.76,43.0,2336.0,644.0,1203.0,614.0,2.3594,2.0,3.6756735405609278,1.6779981547460407,8.329763671378965,3.0900424773777146
-121.96,38.36,11.0,3208.0,790.0,1772.0,694.0,2.7434,0.0,2.3381419765273663,4.138694050481383,7.421627797512165,2.9949193680185755
-117.28,32.84,41.0,1420.0,338.0,640.0,314.0,2.9306,2.0,3.4494741348348907,1.2191133737729563,9.417406822829516,3.8162977487050216
-122.3,38.25,18.0,3548.0,880.0,1476.0,699.0,3.7188,1.0,1.9285644865096392,3.719842562007277,7.253843176320083,2.6081857459901276
-117.1,32.69,11.0,3071.0,911.0,2812.0,774.0,1.2413,2.0,4.564732492779549,3.2280428119619353,6.818941434322639,2.247588596109062
-120.77,37.42,27.0,949.0,224.0,888.0,241.0,2.3333,0.0,1.303891078954808,3.056434515490458,9.514449455173965,4.071942952128567
-118.27,33.99,35.0,932.0,294.0,1153.0,282.0,1.4886,3.0,3.2289241750846496,1.5160962556746818,9.390540995162889,3.7559858585902
-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,3.1875,3.0,4.180447396369337,2.523331173840872,7.6590780220796395,2.433102282134756
-118.44,34.5,5.0,1514.0,220.0,1355.0,215.0,8.1344,0.0,3.840811918234286,3.47807885953682,9.254177679115498,4.1537916339857315
-118.24,33.95,21.0,1260.0,342.0,1167.0,310.0,0.9708,3.0,3.383883471485413,1.8640424846111372,9.134236967150377,3.5096354935720244
-121.21,38.83,21.0,3691.0,640.0,1758.0,603.0,3.5607,0.0,1.7122085013188804,3.719607621056298,7.573136397165125,2.884134654990249
-121.48,38.49,26.0,3165.0,806.0,2447.0,752.0,1.5908,0.0,2.3610297056494964,4.074814572255503,7.203963832256144,2.955960246603617
-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,0.0,4.264513798450265,2.8581200471375037,9.583387511346324,4.277725557399836
-122.69,38.27,32.0,2344.0,434.0,1066.0,384.0,4.0313,3.0,1.7305774892153751,3.1632233477392666,8.846120527124324,3.7253506786087254
-117.24,33.4,16.0,2704.0,463.0,1322.0,424.0,3.7857,3.0,3.6345432970913687,1.437943206452301,8.306608774984463,2.6626122552529834
-117.68,35.55,9.0,3811.0,605.0,1518.0,568.0,5.5551,0.0,3.27161435536615,3.040587369193013,7.552924544489213,2.4901968215382735
-122.22,38.1,44.0,3013.0,563.0,1353.0,512.0,3.4559,1.0,1.3644750802571426,3.359460049993818,8.36989514886528,3.546707857929464
-114.6,33.62,16.0,3741.0,801.0,2434.0,824.0,2.6797,0.0,4.724631352131499,3.516543693443526,7.01722992933123,2.7385763648319554
-118.09,34.04,18.0,5580.0,1369.0,3842.0,1276.0,3.6512,3.0,5.500822696461808,4.671893459727387,4.3607941106150285,2.147091527144717
-118.46,34.42,25.0,2988.0,525.0,1884.0,513.0,4.7007,3.0,3.0200010170231955,1.2852760001879246,7.755846899020404,2.0469208776843395
-118.32,33.91,33.0,1729.0,396.0,1073.0,344.0,4.2083,3.0,2.9815929142238917,0.5194825991956461,8.873357846941182,3.1374947464164946
-121.74,37.35,34.0,440.0,90.0,217.0,93.0,5.2327,3.0,2.3712546243162573,2.9926579543061185,10.325527356190188,4.783754756330947
-121.04,37.6,27.0,958.0,184.0,580.0,177.0,2.1875,0.0,1.4509465853792707,3.2570230349141203,9.801352274856036,4.364962524508861
-121.26,38.67,18.0,1830.0,313.0,905.0,361.0,4.2273,0.0,1.2840407123198025,3.489262753191514,9.018732086006452,3.823643210014354
-121.88,37.36,42.0,2087.0,402.0,1342.0,423.0,4.2149,3.0,1.923669840418895,2.7310437598015627,8.818652693082422,3.6387949812255758
-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,1.0,1.2009303864595173,3.2232653245405425,9.011690749435163,3.9123436391755506
-121.77,37.67,20.0,8068.0,1217.0,3489.0,1259.0,5.7907,0.0,4.9826493263137595,5.869163400882552,4.4224165327292315,3.291542630527111
-118.26,33.91,33.0,954.0,241.0,655.0,218.0,2.5882,3.0,3.1329720141889026,1.1761947700115727,9.630340254806697,3.8581773575435996
-117.3,34.11,42.0,525.0,111.0,444.0,120.0,2.6771,0.0,3.304885753054862,2.5065130795480544,10.261088738896255,4.706829983752081
-122.1,37.97,18.0,4326.0,655.0,1753.0,646.0,5.6931,1.0,2.1753796349019976,3.686878891153157,7.284101733668597,2.6645096607199097
-121.61,36.68,37.0,3149.0,833.0,3456.0,788.0,2.8542,3.0,3.1088408992011223,3.455389306258393,6.698667575918958,2.393015559036752
-122.43,37.75,52.0,2721.0,581.0,1043.0,519.0,3.7545,1.0,1.8489164501111526,3.532270453967272,8.70891046441602,3.987585084879912
-118.45,34.2,19.0,3666.0,1150.0,2657.0,1090.0,2.9688,3.0,4.284261782780307,3.309115942599778,5.792373159096305,1.2711320959613521
-117.94,33.68,26.0,4183.0,539.0,1504.0,520.0,7.4056,3.0,3.9054579278538832,2.264846247103403,7.834864425541273,2.7599099572553216
-117.96,33.78,35.0,1330.0,201.0,658.0,217.0,6.37,3.0,3.514680701897121,1.5490077541891216,9.633851896223645,4.028002891919699
-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604,3.0,3.4193275451404648,1.570791558282078,7.9542246224607345,2.2788263338326162
-118.5,34.2,34.0,1617.0,344.0,938.0,305.0,3.915,3.0,2.853525003828683,0.63807744321607,9.071969745246161,3.313384256579441
-117.13,32.75,37.0,4142.0,1031.0,1936.0,968.0,2.693,2.0,4.261782250539323,2.7512640632530343,6.599919533556031,2.0560731123307923
-117.36,34.1,29.0,2819.0,637.0,1683.0,608.0,2.3205,0.0,3.122584800457617,2.346777532243737,7.800234067652926,2.5634425001406704
-118.7,34.24,28.0,2405.0,462.0,1011.0,378.0,4.504,3.0,2.8016248895236755,0.7425299658539859,8.53721442635161,2.763361589389247
-118.17,34.66,9.0,1561.0,253.0,731.0,233.0,5.7049,0.0,3.160716244919551,2.769762004049216,9.270108181427554,3.7940447832088577
-118.52,34.44,26.0,934.0,148.0,519.0,162.0,5.3209,3.0,3.096749526037678,1.4447010450842224,9.750492732007576,3.95065976492965
-120.66,35.27,33.0,1664.0,455.0,1077.0,461.0,1.6875,2.0,1.8411976137758723,1.9070373184411633,8.688103902458696,3.096689343406855
-117.32,34.08,46.0,1308.0,276.0,576.0,244.0,3.1875,0.0,3.1899301317487634,2.3330808144133037,9.726400912621152,4.307782900904651
-119.68,34.43,33.0,1961.0,462.0,1693.0,445.0,2.9896,3.0,2.5617863988109164,1.2202758906431452,8.35662695838938,2.696745430424728
-118.09,33.91,36.0,1442.0,271.0,990.0,268.0,4.0517,3.0,3.0952598638709934,0.7217205005708878,9.275671733965735,3.548710381565723
-117.35,33.2,23.0,3297.0,728.0,1793.0,622.0,2.5754,2.0,3.547476564187749,1.8013141404448254,7.409908435198684,1.8952648184828838
-122.26,37.52,34.0,483.0,131.0,291.0,157.0,3.0833,2.0,1.6341030255337197,3.0707117531467816,10.152376278553168,4.625969857974037
-118.12,34.04,35.0,1064.0,203.0,608.0,201.0,4.0938,3.0,3.1268883599928965,1.0062296509644606,9.670122182833543,3.894175180072676
-122.4,40.58,43.0,1455.0,300.0,747.0,279.0,2.7857,0.0,1.8160673068413207,4.3892344447268385,9.846830179221818,5.031468394482673
-116.85,34.26,19.0,5395.0,1220.0,981.0,366.0,2.6094,0.0,3.6451135133267956,2.963720949117334,7.070188109565439,2.1605388107577683
-119.17,34.15,18.0,2509.0,688.0,3129.0,677.0,2.6098,2.0,3.1597786913343504,2.3222497102294115,6.877228152232781,1.2622671047937206
-122.26,38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473,1.0,2.82669148198956,4.175351458682598,7.036762018668388,2.7418111923316477
-118.31,33.88,35.0,1939.0,412.0,1036.0,400.0,3.5556,3.0,2.9870383702104224,0.6064769389107548,8.786709859148619,3.08660034341664
-117.2,34.13,14.0,3998.0,711.0,1509.0,665.0,3.4138,0.0,3.493956829861069,2.790452177268772,7.297325781945124,2.171326333278753
-118.14,34.06,27.0,5257.0,1082.0,3496.0,1036.0,3.3906,3.0,4.672808596251899,3.668591317450104,5.306538192360468,1.5506454897800463
-119.75,36.77,32.0,1962.0,399.0,1005.0,392.0,2.6726,0.0,1.348837476520424,2.5412874781137997,8.802195075412644,3.367640071234527
-122.46,37.75,26.0,2192.0,438.0,954.0,456.0,4.5352,1.0,0.6938777786487208,3.1071593725740443,8.635924167206753,3.415841501854065
-122.15,37.44,52.0,1400.0,217.0,522.0,227.0,4.9861,1.0,2.026338703446564,3.431686567019204,9.948937798648384,4.796232199692844
-124.16,40.79,52.0,1264.0,277.0,591.0,284.0,1.7778,2.0,2.8775165602901316,4.934707243200945,10.356402222087382,5.721796949721397
-122.3,37.84,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,1.0,7.086193418274655,7.741489860282129,2.5448078787153094,4.860659194658989
-122.1,37.63,18.0,9963.0,2031.0,5613.0,1946.0,3.8171,1.0,8.081384000763801,8.608607822817241,1.9051134005190993,5.734007159841969
-122.15,37.74,43.0,1383.0,275.0,853.0,272.0,3.5083,1.0,1.1440895526053487,3.140866194481381,9.524941867236038,4.2646062046582305
-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,0.0,3.686177261149363,3.057523240868387,6.833223821315008,1.9784656005143275
-116.44,34.12,18.0,5584.0,1303.0,2250.0,1158.0,1.5823,0.0,4.989774544370853,4.421737149318623,5.553228687580542,2.452999945181007
-121.96,37.95,25.0,4026.0,791.0,1850.0,709.0,4.1483,0.0,1.9691677329870199,3.7998853479445853,7.142874781035802,2.6754505843185554
-122.2,37.79,49.0,882.0,195.0,737.0,210.0,2.6667,1.0,1.799039152629087,3.4702825094181153,10.018682367498263,4.803500081195644
-118.0,33.81,17.0,2142.0,436.0,946.0,412.0,3.7059,3.0,3.2507366572128387,1.2322251107691076,8.588151398700884,2.8226625992595773
-118.41,33.88,34.0,540.0,107.0,213.0,104.0,6.3403,3.0,3.565068221289252,1.9322906927817332,10.230322048447595,4.54438957972071
-118.29,34.02,21.0,1641.0,491.0,1526.0,453.0,2.087,3.0,3.1830569256188803,1.4678978069009894,8.43017173974596,2.7549152658634757
-117.08,32.91,16.0,1653.0,228.0,690.0,224.0,6.5853,3.0,4.152212239007024,2.0849439103589344,9.462300470733831,3.9465618364212696
-122.27,37.85,52.0,335.0,83.0,152.0,77.0,2.2841,1.0,2.4270343892835813,3.8713151228206226,10.766855851471052,5.49019639088565
-121.5,38.59,43.0,88.0,21.0,119.0,19.0,1.725,0.0,2.383933513234554,4.081436795743733,10.896236688842633,5.577406819673366
-116.95,32.79,19.0,11391.0,3093.0,7178.0,2905.0,2.0326,3.0,12.331190449710906,11.832075724423738,4.081098281410583,9.238001474160942
-117.59,33.66,3.0,1206.0,256.0,563.0,287.0,5.1589,3.0,4.036516903250354,2.459675546425285,9.415068934954602,3.8718203920270695
-118.27,34.01,35.0,1672.0,556.0,2106.0,519.0,1.2206,3.0,3.383063933984139,1.8399196115728993,8.264015439636903,2.925719276889207
-120.91,38.73,11.0,5460.0,859.0,2645.0,838.0,4.835,0.0,3.288402945386693,4.572522446911378,6.199822597465951,2.581109632251977
-122.31,37.53,39.0,1160.0,191.0,508.0,185.0,5.9539,2.0,1.9136050885742408,3.1515084419461425,9.879201436279727,4.544397098097471
-122.25,37.77,52.0,1527.0,320.0,825.0,264.0,3.4531,1.0,1.7873550945144137,3.4525636794385686,9.66813285413135,4.593575148372425
-120.42,34.96,20.0,1678.0,307.0,840.0,316.0,4.4342,3.0,2.382833100744671,1.6644437118538091,8.985804381687338,3.222247095759075
-118.2,33.95,35.0,1924.0,520.0,2101.0,541.0,2.4267,3.0,3.2241566595512383,1.3708198105716252,8.11280242885726,2.626109132083941
-121.4,36.38,39.0,2288.0,529.0,1449.0,410.0,3.3289,3.0,1.9511104116674687,2.2786321212927936,8.490598667436908,3.160663630734066
-118.42,34.16,25.0,2769.0,566.0,1201.0,545.0,3.6641,3.0,2.9632551568664174,1.0327957425109546,8.013467749388957,2.245570118125696
-121.29,37.92,12.0,1096.0,240.0,1175.0,278.0,3.1053,0.0,1.6899761397925614,3.505600125277576,9.247409973411914,3.959890436744887
-121.78,37.97,4.0,17032.0,2546.0,7653.0,2359.0,5.5601,0.0,12.018416107066226,12.456680966251273,4.002915976246248,9.540763446859517
-121.18,38.78,13.0,3480.0,528.0,1432.0,532.0,6.1642,0.0,2.2638040753584288,3.9313196629215317,7.99406274793891,3.3394634098807363
-117.81,34.11,21.0,3481.0,808.0,1866.0,746.0,3.6201,0.0,3.257016165119673,2.657352556291807,7.01027513894751,1.8273186710090075
-117.01,32.8,20.0,2705.0,545.0,1198.0,497.0,3.7159,3.0,3.806118496776081,1.3688836872606691,8.225423961769055,2.657057251949249
-121.59,39.77,24.0,1535.0,276.0,664.0,273.0,2.3068,0.0,1.4263592465190063,3.927133348331243,9.549646150877912,4.4516521651485546
-117.6,33.72,36.0,1317.0,228.0,531.0,214.0,5.6346,3.0,3.500023768314678,1.3048911863495722,9.657063811750142,3.9999408709942346
-118.14,34.17,40.0,1054.0,251.0,1056.0,276.0,2.3,3.0,3.1607656046331325,1.3239214726384818,9.471651872476556,3.827662553549045
-121.51,38.53,36.0,2603.0,408.0,966.0,419.0,5.3135,0.0,1.2483076290520485,3.4561356194044235,8.810019968798448,3.8377873432941154
-120.05,36.97,20.0,2029.0,427.0,983.0,401.0,1.8444,0.0,1.667093657096232,2.9339145193518466,8.719355336945572,3.350881367999938
-118.46,34.06,46.0,1302.0,215.0,482.0,226.0,7.0674,3.0,3.6944599168543926,2.2035689899294137,9.888481490020265,4.49037038331714
-120.75,37.69,24.0,2282.0,423.0,1167.0,398.0,3.8214,0.0,0.9652802715259248,2.973897924241132,8.57056998743971,3.2687977432943254
-120.76,37.61,30.0,816.0,159.0,531.0,147.0,3.2604,0.0,1.3628434030929835,3.1021878433507544,9.888965117707796,4.395560454890785
-117.54,34.11,16.0,2114.0,374.0,1463.0,399.0,3.9241,0.0,3.0007569938352887,2.200813365333221,8.476165428312392,2.9512094649055984
-118.15,34.07,52.0,1983.0,344.0,887.0,331.0,3.2875,3.0,3.4037366926382044,1.7239477433041042,9.351370669427007,3.9733343624064164
-118.45,34.17,21.0,2152.0,527.0,996.0,470.0,3.2386,3.0,2.960364708417071,1.103743222998816,8.377664923096788,2.5836884607989874
-119.25,34.26,30.0,2948.0,827.0,1635.0,750.0,2.67,2.0,2.7476352106360653,1.8457857620160745,7.210992043634038,1.5924619369882844
-117.28,33.22,13.0,2832.0,542.0,1065.0,531.0,2.3844,3.0,3.814245598555125,1.8786149080297112,8.209905439950548,2.6943891625762535
-116.94,32.83,38.0,1701.0,317.0,872.0,304.0,3.7831,3.0,3.7448286619097013,1.034991773110984,9.302759024995888,3.7222271615483047
-121.21,39.24,7.0,4194.0,673.0,1355.0,566.0,4.3702,0.0,2.46764835899805,4.2177923721854285,7.671313041771069,3.2207559089855473
-118.38,34.11,38.0,2601.0,523.0,870.0,474.0,7.1134,3.0,3.4724245779822724,1.8385511113083448,8.609350794041452,3.3292200804113237
-118.99,35.39,52.0,2805.0,573.0,1325.0,522.0,2.5083,0.0,2.6972485540846174,2.8264217205119375,8.500084630957701,3.5826276779763697
-122.91,39.07,21.0,2202.0,484.0,1000.0,381.0,2.4423,0.0,1.4589641745062811,4.08313063930142,8.903299364014037,4.0698712544515185
-117.83,33.88,23.0,2365.0,355.0,1209.0,347.0,6.0132,3.0,3.4027400549531133,1.3399249283210324,8.673835478383474,3.0539395072150994
-118.19,33.77,35.0,1574.0,603.0,820.0,514.0,1.2321,2.0,3.0216161991353525,1.5573527425849223,8.676372563591691,3.139655828085806
-118.26,34.24,42.0,890.0,179.0,555.0,200.0,4.4821,3.0,3.1972667345274157,1.3800387408516428,9.858596950317665,4.172799442063136
-122.27,37.87,30.0,1465.0,439.0,862.0,425.0,1.7778,1.0,1.037101271400878,3.254278949872971,9.025643638343698,3.813012499160317
-122.21,37.8,39.0,2003.0,500.0,1109.0,464.0,3.0682,1.0,0.8510250036203674,3.1104076081053793,8.719636316537438,3.6111716879814533
-117.9,33.61,44.0,1469.0,312.0,507.0,266.0,3.4937,3.0,3.377844547778049,1.2560571261364162,9.581860681189573,3.9767208763527786
-118.18,33.9,32.0,1452.0,365.0,1888.0,366.0,3.5461,3.0,3.0442453132460483,0.6291163901383884,8.621546887213746,2.909510930285492
-118.15,34.07,40.0,1072.0,204.0,940.0,200.0,3.125,3.0,3.1530761694245424,1.176711521963546,9.630373779104243,3.9315487404521936
-119.86,36.78,7.0,2232.0,490.0,1274.0,499.0,2.9853,0.0,2.282174033748643,3.2026146739060217,8.263811358972003,3.024380093899605
-118.31,33.84,5.0,3559.0,869.0,2965.0,794.0,2.6491,3.0,4.363166955207383,3.293852413281016,6.485797179478415,1.8140652726174873
-121.06,38.25,13.0,651.0,102.0,301.0,104.0,3.6528,0.0,2.0687984553758767,3.717414819881754,10.108399810361256,4.6965147908498714
-122.04,37.33,26.0,2690.0,401.0,1264.0,429.0,7.7643,3.0,2.7727105506277634,3.344376838899068,8.663629841838816,3.744194314805086
-119.76,36.76,23.0,3800.0,1003.0,3786.0,917.0,1.4766,0.0,3.6229718817885104,4.240179556694064,5.888466308549249,2.2299086749846584
-118.26,34.08,45.0,2174.0,627.0,1992.0,557.0,2.5428,3.0,3.3794060190593798,1.7782113630626282,8.135472415499832,2.932480995437728
-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,3.0,3.4768125076451004,2.012190596158793,9.512144647401325,4.139803676434801
-117.19,34.94,31.0,2034.0,444.0,1097.0,367.0,2.1522,0.0,2.776667831867927,2.1550475295608638,8.786043549118395,3.3264486536474056
-120.92,37.63,39.0,45.0,8.0,22.0,9.0,1.7679,0.0,2.332741636343237,3.70382762691176,10.83251842442353,5.365068024708826
-118.59,34.25,15.0,9716.0,2387.0,4992.0,2225.0,3.6231,3.0,9.05301063530591,8.669744225977325,1.4432585937911393,5.944506438799669
-119.96,38.84,17.0,2722.0,512.0,828.0,289.0,3.5714,0.0,1.4397457855754794,3.288168843598217,8.663382144976245,3.4387976488528817
-118.12,34.71,26.0,4230.0,823.0,2789.0,793.0,2.5179,0.0,3.442043232145735,3.1668592138019562,6.4603255798719,1.752512605185188
-117.89,33.91,33.0,1264.0,224.0,527.0,227.0,3.7321,3.0,3.177300778652432,0.9007210404656434,9.58771812439728,3.7989271952179684
-118.2,34.12,44.0,1565.0,398.0,1500.0,407.0,2.8125,3.0,3.1737679579485927,1.3101837133307448,8.882495983315115,3.401660865951347
-119.69,35.62,18.0,820.0,239.0,1345.0,207.0,2.1186,0.0,2.083243149706045,2.6319866091195236,9.268462733313022,3.684744844775956
-118.23,33.95,37.0,2667.0,671.0,2865.0,683.0,0.6831,3.0,3.8634474003227535,2.6030566763788894,7.516051094584414,2.700972592686123
-122.74,38.45,25.0,2696.0,496.0,1296.0,514.0,4.0798,3.0,1.8981086758770747,3.331200203721913,8.37918352243405,3.3909939387592147
-121.31,37.96,48.0,1112.0,227.0,583.0,216.0,2.3393,0.0,1.8749111792852844,3.593434004352878,9.995214366351403,4.824410420038212
-119.09,36.42,17.0,877.0,219.0,966.0,218.0,2.0,0.0,2.210521862726874,2.811874321505102,9.44518857604303,3.887401181019235
-122.22,37.82,42.0,2991.0,335.0,1018.0,335.0,13.499,1.0,5.250157296009795,5.873958669590142,10.097185923219676,6.278065385977841
-122.27,37.32,37.0,2607.0,534.0,1346.0,507.0,5.3951,2.0,1.5466124163134638,2.9001445160760713,8.315686967204266,3.241193332908647
-121.88,36.59,30.0,1822.0,505.0,932.0,496.0,2.6894,3.0,1.8071931088478759,2.4773391279546817,8.655715901367634,3.2553897250838215
-121.94,37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,3.0,2.402137798282034,3.195164646949563,8.656563671694366,3.5200232679616965
-118.29,34.0,52.0,2579.0,494.0,1558.0,458.0,2.0809,3.0,3.532307605348726,2.0529518194924803,8.690188372190626,3.571347238711411
-121.84,38.65,29.0,3167.0,548.0,1554.0,534.0,4.3487,0.0,1.254354811674863,3.6077948045951542,8.057861974328526,3.2749417778897385
-122.38,40.58,36.0,1808.0,384.0,807.0,383.0,1.8375,0.0,1.7312590273642157,4.384674730421978,9.464467761285952,4.72650941977239
-117.81,33.89,13.0,3252.0,583.0,1546.0,557.0,5.8243,3.0,3.727661800946092,2.072815512158605,7.73416309708143,2.3230275176918416
-118.4,34.06,37.0,3781.0,873.0,1725.0,838.0,4.1455,3.0,3.527629335282584,2.088302988954455,6.977956061844804,1.8416506903703205
-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,0.0,3.5245835099887537,2.3133422858069452,9.184629726185012,3.866055957565814
-120.37,34.69,18.0,1868.0,315.0,747.0,265.0,4.7946,2.0,2.126264965275955,1.6669626502597084,8.963604793051157,3.1502882333538067
-118.49,34.28,31.0,3508.0,585.0,1957.0,588.0,6.6458,3.0,3.4652223038913847,1.983621557058642,7.589237103110451,2.369844587282255
-121.44,38.61,41.0,1404.0,313.0,765.0,330.0,1.8792,0.0,1.498056120786663,3.6339915041092183,9.554038641097689,4.46745442347911
-121.91,36.97,19.0,4920.0,1092.0,1807.0,922.0,3.5112,2.0,2.934525797430651,3.7590256078917594,6.131302454367236,1.7582557323890862
-122.87,38.62,52.0,1514.0,348.0,767.0,354.0,2.1903,3.0,2.574255559151383,3.835506734491512,9.76812771293315,4.8695547071004786
