longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-118.32,33.86,34.0,495.0,90.0,269.0,93.0,6.4391,3.0
-121.69,39.36,34.0,842.0,186.0,635.0,165.0,1.8355,0.0
-117.89,33.61,41.0,1790.0,361.0,540.0,284.0,6.0247,3.0
-117.03,33.13,15.0,7000.0,1185.0,3555.0,1118.0,4.7022,3.0
-122.45,37.63,28.0,4946.0,848.0,2683.0,824.0,5.748,2.0
-118.27,33.99,30.0,504.0,140.0,529.0,123.0,1.9531,3.0
-120.48,34.7,26.0,3069.0,518.0,1524.0,539.0,4.3162,2.0
-117.21,34.49,14.0,2125.0,348.0,1067.0,360.0,3.6333,0.0
-120.73,37.38,37.0,653.0,176.0,827.0,176.0,1.9236,0.0
-122.47,37.87,36.0,4471.0,618.0,1315.0,582.0,11.5706,1.0
-122.19,37.45,18.0,1636.0,414.0,853.0,439.0,5.1032,2.0
-118.33,33.89,39.0,1880.0,361.0,982.0,357.0,4.1953,3.0
-119.3,36.35,24.0,1855.0,416.0,1520.0,410.0,2.3304,0.0
-118.33,35.64,15.0,2966.0,669.0,1007.0,465.0,1.5667,0.0
-118.49,34.11,27.0,6603.0,879.0,2336.0,868.0,13.2935,3.0
-119.05,35.36,30.0,4635.0,800.0,2307.0,754.0,3.6548,0.0
-118.22,34.08,34.0,1709.0,562.0,2105.0,503.0,1.9704,3.0
-119.65,36.62,6.0,1931.0,422.0,1344.0,414.0,1.6607,0.0
-117.99,33.85,35.0,1661.0,272.0,949.0,276.0,5.2548,3.0
-118.08,33.97,38.0,1026.0,190.0,789.0,193.0,4.2,3.0
-117.68,34.0,5.0,3761.0,580.0,2335.0,648.0,5.7338,0.0
-121.29,38.89,10.0,653.0,120.0,407.0,146.0,3.3889,0.0
-122.02,37.53,21.0,4280.0,673.0,2216.0,681.0,5.7072,1.0
-121.76,37.68,52.0,2157.0,418.0,929.0,419.0,3.7301,0.0
-124.15,40.81,50.0,340.0,74.0,235.0,83.0,1.75,2.0
-117.89,33.61,16.0,2413.0,559.0,656.0,423.0,6.3017,3.0
-118.08,33.89,41.0,834.0,166.0,603.0,179.0,3.7321,3.0
-118.29,34.17,17.0,3852.0,1066.0,2986.0,993.0,2.3482,3.0
-117.89,34.09,37.0,1813.0,394.0,1100.0,375.0,3.4453,3.0
-122.06,37.6,17.0,5159.0,832.0,3174.0,817.0,5.8704,1.0
-122.04,37.54,26.0,2145.0,369.0,1285.0,377.0,4.9464,1.0
-118.41,34.29,35.0,1008.0,204.0,1162.0,215.0,3.35,3.0
-118.3,34.19,51.0,1502.0,243.0,586.0,231.0,4.375,3.0
-122.43,37.75,52.0,2960.0,623.0,1191.0,589.0,3.95,1.0
-121.2,38.69,26.0,3077.0,607.0,1603.0,595.0,2.7174,0.0
-117.57,33.87,27.0,1786.0,287.0,939.0,278.0,5.1929,0.0
-118.1,33.99,36.0,1529.0,290.0,1271.0,287.0,3.6875,3.0
-121.46,38.61,43.0,705.0,178.0,464.0,159.0,2.4205,0.0
-119.98,38.9,16.0,3109.0,572.0,885.0,334.0,3.5,0.0
-122.32,38.12,12.0,5382.0,928.0,3928.0,921.0,5.3785,1.0
-122.38,37.73,18.0,4037.0,990.0,2722.0,834.0,1.4282,1.0
-118.31,33.9,28.0,1576.0,400.0,891.0,378.0,2.6312,3.0
-118.25,33.8,36.0,1697.0,394.0,1274.0,396.0,3.35,3.0
-117.63,34.02,13.0,4864.0,729.0,2780.0,723.0,5.6168,0.0
-118.13,33.93,38.0,2040.0,458.0,1775.0,445.0,3.5227,3.0
-118.24,33.94,42.0,380.0,106.0,411.0,100.0,0.9705,3.0
-118.17,34.09,33.0,2907.0,797.0,3212.0,793.0,2.2348,3.0
-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,3.0
-121.37,38.62,27.0,1743.0,380.0,697.0,368.0,1.6678,0.0
-120.75,37.37,32.0,1656.0,317.0,1037.0,286.0,2.4964,0.0
-118.2,33.93,40.0,1929.0,417.0,1780.0,419.0,3.4402,3.0
-118.31,33.96,52.0,2523.0,460.0,1167.0,413.0,3.0625,3.0
-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,2.0
-117.62,33.43,27.0,3858.0,1062.0,2321.0,873.0,3.3155,2.0
-117.92,33.86,26.0,745.0,161.0,247.0,151.0,3.6375,3.0
-117.65,33.65,16.0,1538.0,260.0,835.0,259.0,5.5779,3.0
-117.49,34.02,35.0,2051.0,427.0,1466.0,425.0,3.6711,0.0
-117.02,32.64,5.0,260.0,41.0,157.0,42.0,6.5151,2.0
-122.45,37.72,51.0,2690.0,554.0,1795.0,539.0,3.6581,1.0
-117.03,32.72,37.0,2192.0,455.0,1515.0,446.0,3.0588,2.0
-122.7,38.44,35.0,1304.0,343.0,822.0,304.0,3.2935,3.0
-118.41,33.99,39.0,3014.0,822.0,3212.0,777.0,1.1985,3.0
-118.5,33.97,52.0,709.0,329.0,388.0,313.0,2.2643,3.0
-122.4,37.76,52.0,1529.0,385.0,1347.0,348.0,2.9312,1.0
-121.89,38.01,28.0,3639.0,751.0,2362.0,641.0,3.0042,0.0
-121.26,38.13,25.0,2549.0,675.0,2053.0,648.0,2.0875,0.0
-119.03,34.25,25.0,3344.0,502.0,1483.0,496.0,6.196,3.0
-117.94,33.85,37.0,588.0,121.0,436.0,104.0,4.275,3.0
-118.35,34.1,20.0,2745.0,782.0,1161.0,739.0,3.9044,3.0
-122.5,37.91,31.0,7001.0,1282.0,2755.0,1267.0,5.4851,1.0
-121.93,37.66,24.0,3166.0,424.0,1081.0,400.0,8.3337,3.0
-117.11,32.74,33.0,1126.0,267.0,621.0,241.0,3.2422,2.0
-117.9,33.63,26.0,4486.0,554.0,1598.0,549.0,10.1454,3.0
-117.34,33.96,15.0,6437.0,1298.0,2805.0,1205.0,4.1883,0.0
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,1.0
-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5.4122,3.0
-117.64,34.08,35.0,1254.0,241.0,729.0,253.0,3.495,0.0
-122.41,37.8,30.0,1821.0,738.0,1648.0,684.0,0.8836,1.0
-122.04,37.35,28.0,1582.0,264.0,696.0,270.0,5.678,3.0
-117.87,34.09,36.0,1267.0,191.0,640.0,200.0,5.2405,3.0
-118.21,33.8,45.0,1160.0,274.0,1095.0,269.0,2.7308,2.0
-117.78,33.68,15.0,1834.0,330.0,841.0,309.0,6.0634,3.0
-117.67,33.55,6.0,3157.0,721.0,1695.0,710.0,3.7609,3.0
-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,3.0
-121.9,37.26,20.0,4447.0,661.0,2062.0,660.0,6.8088,3.0
-119.64,36.32,32.0,2205.0,523.0,1772.0,479.0,1.3569,0.0
-122.2,37.77,41.0,1547.0,415.0,1024.0,341.0,2.0562,1.0
-121.65,36.66,30.0,3745.0,767.0,1762.0,748.0,3.2355,3.0
-120.47,34.65,16.0,2549.0,428.0,1486.0,432.0,4.2875,2.0
-122.53,37.66,25.0,7778.0,1493.0,4674.0,1451.0,5.4694,2.0
-121.77,36.92,9.0,4934.0,1112.0,3198.0,977.0,3.5,3.0
-121.27,38.11,15.0,2039.0,384.0,1178.0,375.0,3.8672,0.0
-117.63,33.47,4.0,2320.0,405.0,1408.0,477.0,6.3369,2.0
-120.76,37.73,16.0,1343.0,241.0,732.0,195.0,3.5833,0.0
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,1.0
-118.36,33.88,26.0,1375.0,286.0,829.0,278.0,3.9844,3.0
-117.26,33.81,22.0,4249.0,922.0,2405.0,846.0,2.1549,0.0
-118.99,35.39,39.0,2228.0,542.0,1516.0,435.0,1.6009,0.0
-117.95,33.72,21.0,3107.0,483.0,1688.0,503.0,5.9582,3.0
-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,2.0
-117.98,33.83,17.0,3419.0,932.0,2460.0,766.0,3.2823,3.0
-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,1.0
-117.96,33.85,35.0,1175.0,191.0,568.0,186.0,4.125,3.0
-117.25,32.78,21.0,1479.0,484.0,658.0,384.0,2.45,2.0
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,0.0
-121.38,38.61,34.0,2888.0,496.0,1168.0,479.0,3.6053,0.0
-121.77,37.68,44.0,495.0,112.0,277.0,109.0,2.6667,0.0
-121.32,36.42,20.0,1054.0,269.0,1219.0,273.0,3.0437,3.0
-117.18,32.76,52.0,2023.0,301.0,649.0,285.0,4.7396,2.0
-122.44,37.78,31.0,1364.0,386.0,707.0,379.0,3.1607,1.0
-122.41,37.8,52.0,4088.0,946.0,1906.0,863.0,3.6065,1.0
-121.45,38.61,34.0,438.0,116.0,263.0,100.0,0.9379,0.0
-119.8,36.76,52.0,1853.0,437.0,764.0,390.0,1.6429,0.0
-120.89,35.37,29.0,2046.0,588.0,846.0,410.0,1.65,2.0
-121.77,36.87,37.0,424.0,65.0,266.0,64.0,3.3472,2.0
-120.51,36.86,21.0,1779.0,399.0,1446.0,371.0,2.4414,0.0
-119.55,36.51,46.0,55.0,11.0,26.0,5.0,4.125,0.0
-119.95,38.95,8.0,430.0,107.0,36.0,18.0,2.625,0.0
-119.82,36.8,33.0,1670.0,256.0,528.0,250.0,2.9471,0.0
-121.0,35.94,16.0,3077.0,628.0,1479.0,536.0,3.3724,3.0
-122.02,37.31,33.0,2563.0,434.0,1230.0,418.0,6.3197,3.0
-121.28,38.02,8.0,1868.0,392.0,1258.0,389.0,3.175,0.0
-122.25,40.42,17.0,1429.0,265.0,692.0,245.0,2.8611,0.0
-122.17,37.43,24.0,3924.0,1142.0,7174.0,950.0,4.0972,2.0
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,3.0
-122.08,37.39,44.0,1498.0,430.0,848.0,400.0,2.8438,1.0
-121.29,38.03,7.0,2021.0,441.0,1615.0,406.0,2.5842,0.0
-117.07,33.11,31.0,2055.0,473.0,1326.0,427.0,3.0915,3.0
-122.31,37.92,12.0,1895.0,600.0,983.0,519.0,2.5,1.0
-122.17,37.88,33.0,3626.0,502.0,1348.0,480.0,7.6107,1.0
-117.88,33.89,18.0,1616.0,532.0,866.0,496.0,3.6435,3.0
-121.94,37.26,43.0,2104.0,388.0,1137.0,403.0,4.9236,3.0
-122.21,38.06,52.0,2735.0,559.0,1076.0,487.0,3.6154,1.0
-118.62,34.2,29.0,2421.0,402.0,1120.0,388.0,5.0309,3.0
-117.26,32.97,25.0,2582.0,495.0,1088.0,471.0,6.4651,2.0
-118.35,33.9,22.0,1127.0,287.0,697.0,241.0,3.3971,3.0
-117.13,34.06,4.0,3078.0,510.0,1341.0,486.0,4.9688,0.0
-120.36,36.14,18.0,1206.0,274.0,622.0,217.0,1.8264,0.0
-121.44,38.64,18.0,1756.0,442.0,837.0,320.0,1.125,0.0
-118.08,33.89,37.0,1152.0,259.0,981.0,225.0,3.2857,3.0
-117.11,32.76,28.0,1457.0,397.0,672.0,342.0,1.9799,2.0
-122.4,37.8,52.0,1642.0,570.0,1432.0,513.0,1.9063,1.0
-118.22,34.09,42.0,1706.0,488.0,1941.0,447.0,2.5213,3.0
-121.57,39.16,21.0,1872.0,302.0,870.0,301.0,3.725,0.0
-122.41,37.61,43.0,1934.0,303.0,847.0,300.0,4.7381,2.0
-117.93,33.75,24.0,1380.0,339.0,1472.0,304.0,4.2219,3.0
-118.77,34.28,26.0,2873.0,480.0,1915.0,475.0,5.3681,3.0
-118.23,34.2,51.0,1477.0,280.0,750.0,295.0,5.3925,3.0
-117.36,34.09,32.0,3616.0,631.0,2131.0,593.0,3.2879,0.0
-122.42,37.78,17.0,1257.0,339.0,1093.0,384.0,1.8438,1.0
-120.95,37.73,12.0,3609.0,712.0,2650.0,742.0,2.8565,0.0
-117.14,32.73,26.0,450.0,132.0,317.0,109.0,4.0,2.0
-121.48,38.55,52.0,1684.0,309.0,675.0,296.0,4.1467,0.0
-122.68,38.4,32.0,2826.0,627.0,1767.0,628.0,3.1047,3.0
-122.33,37.99,4.0,3999.0,1079.0,1591.0,887.0,3.911,1.0
-122.06,37.36,34.0,1747.0,250.0,662.0,257.0,6.8268,3.0
-117.92,33.65,28.0,1087.0,423.0,807.0,425.0,0.9702,3.0
-118.27,34.16,45.0,1865.0,360.0,973.0,349.0,3.6587,3.0
-121.88,37.68,23.0,2234.0,270.0,854.0,286.0,7.333,0.0
-122.21,40.18,30.0,744.0,156.0,410.0,165.0,2.1898,0.0
-119.33,36.89,15.0,1879.0,411.0,755.0,294.0,2.0,0.0
-122.17,37.77,30.0,3326.0,746.0,1704.0,703.0,2.875,1.0
-121.48,38.57,38.0,2809.0,805.0,1243.0,785.0,1.8512,0.0
-121.43,37.75,34.0,1280.0,268.0,754.0,294.0,3.1333,0.0
-122.21,37.8,39.0,2018.0,447.0,1221.0,446.0,3.0757,1.0
-122.48,37.75,48.0,2555.0,548.0,1285.0,482.0,3.7734,1.0
-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,0.0
-119.29,34.4,22.0,3891.0,657.0,1727.0,581.0,4.2656,2.0
-117.92,33.64,25.0,2224.0,580.0,985.0,516.0,3.1305,3.0
-118.3,33.9,29.0,2617.0,668.0,1868.0,647.0,3.6,3.0
-117.91,33.72,32.0,2436.0,504.0,2839.0,516.0,4.5607,3.0
-120.67,35.63,8.0,2690.0,410.0,1085.0,381.0,4.2841,3.0
-122.03,38.24,16.0,1104.0,164.0,495.0,156.0,5.4074,0.0
-117.01,32.75,26.0,4038.0,706.0,2065.0,687.0,3.9545,3.0
-122.42,37.76,52.0,4407.0,1192.0,2280.0,1076.0,3.3937,1.0
-118.36,34.19,11.0,2921.0,685.0,1512.0,664.0,4.1445,3.0
-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,3.0
-118.11,34.14,52.0,2401.0,332.0,810.0,308.0,6.0948,3.0
-121.37,38.57,16.0,3895.0,896.0,1762.0,855.0,2.6635,0.0
-121.83,37.32,26.0,1125.0,210.0,943.0,214.0,4.825,3.0
-120.31,37.29,36.0,969.0,206.0,732.0,175.0,1.5938,0.0
-118.4,34.19,37.0,934.0,231.0,587.0,230.0,3.625,3.0
-118.1,33.93,33.0,1474.0,325.0,1205.0,335.0,3.1397,3.0
-121.42,38.49,17.0,13180.0,2444.0,7235.0,2335.0,3.363,0.0
-123.15,38.94,22.0,2163.0,436.0,1048.0,358.0,2.7171,3.0
-118.27,33.91,37.0,3018.0,547.0,1720.0,512.0,2.7269,3.0
-121.24,37.81,6.0,3883.0,800.0,2319.0,787.0,3.5595,0.0
-121.83,37.24,23.0,2543.0,388.0,1297.0,385.0,5.9164,3.0
-122.38,37.73,20.0,120.0,27.0,55.0,19.0,2.625,1.0
-122.54,37.9,41.0,3170.0,622.0,1091.0,528.0,3.7813,1.0
-118.2,33.92,39.0,1050.0,217.0,895.0,207.0,3.1538,3.0
-121.35,38.4,11.0,2322.0,459.0,1373.0,424.0,3.175,0.0
-118.03,33.94,30.0,2572.0,521.0,1564.0,501.0,3.4861,3.0
-121.91,37.26,32.0,3983.0,876.0,1989.0,794.0,3.5625,3.0
-115.54,32.98,27.0,1513.0,395.0,1121.0,381.0,1.9464,0.0
-118.08,33.93,34.0,1558.0,375.0,1179.0,337.0,3.2188,3.0
-118.29,33.94,47.0,1782.0,338.0,1003.0,329.0,2.5398,3.0
-122.26,38.0,14.0,2338.0,391.0,1003.0,398.0,4.2269,1.0
-121.52,37.75,18.0,1544.0,272.0,825.0,286.0,4.3229,0.0
-117.05,32.67,32.0,4227.0,785.0,2842.0,795.0,3.9646,2.0
-122.47,37.89,23.0,10774.0,1736.0,3895.0,1683.0,7.2905,1.0
-119.27,36.32,9.0,3631.0,635.0,1881.0,628.0,4.7723,0.0
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,2.0
-118.37,34.16,10.0,2606.0,748.0,1373.0,680.0,3.6128,3.0
-118.3,34.04,37.0,1470.0,399.0,1579.0,390.0,2.006,3.0
-122.44,37.76,52.0,2959.0,683.0,1145.0,666.0,4.2222,1.0
-122.34,37.95,44.0,1788.0,368.0,933.0,329.0,2.875,1.0
-118.53,34.24,24.0,2718.0,719.0,3018.0,644.0,2.9076,3.0
-117.7,33.47,20.0,1577.0,363.0,764.0,333.0,4.1563,3.0
-121.38,38.71,7.0,4842.0,935.0,2857.0,907.0,3.9318,0.0
-121.37,38.59,36.0,2388.0,369.0,838.0,356.0,4.775,0.0
-117.15,34.03,32.0,2832.0,393.0,1033.0,385.0,6.5648,0.0
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,1.0
-118.11,33.94,37.0,1434.0,262.0,786.0,256.0,4.4375,3.0
-119.8,36.65,34.0,2263.0,423.0,1184.0,407.0,1.7692,0.0
-121.27,37.79,16.0,1853.0,390.0,1013.0,362.0,2.7083,0.0
-122.51,37.76,43.0,2527.0,619.0,1332.0,558.0,3.0465,2.0
-117.59,33.93,17.0,338.0,47.0,200.0,46.0,7.8118,0.0
-122.08,37.38,36.0,782.0,130.0,348.0,128.0,6.828,1.0
-122.46,37.78,52.0,2594.0,622.0,1421.0,593.0,3.0265,1.0
-118.18,33.74,30.0,5915.0,1750.0,2136.0,1503.0,4.0968,2.0
-117.16,32.74,43.0,1437.0,406.0,692.0,379.0,3.1979,2.0
-118.29,33.99,43.0,1902.0,398.0,1153.0,363.0,1.9375,3.0
-118.78,34.27,20.0,2743.0,685.0,1798.0,613.0,3.6761,3.0
-117.2,33.72,16.0,5373.0,1079.0,1573.0,933.0,1.9912,3.0
-122.42,37.74,52.0,1540.0,370.0,1136.0,363.0,4.3125,1.0
-122.09,37.69,20.0,4296.0,817.0,1732.0,800.0,4.8036,1.0
-121.62,39.15,36.0,2321.0,455.0,1168.0,489.0,3.0962,0.0
-118.01,33.94,36.0,1921.0,329.0,969.0,327.0,4.9191,3.0
-122.43,37.78,10.0,2380.0,843.0,1245.0,789.0,1.3062,1.0
-118.95,34.17,9.0,2372.0,312.0,1039.0,321.0,7.6016,3.0
-118.29,33.85,10.0,1391.0,420.0,1378.0,377.0,1.9049,3.0
-122.21,37.47,43.0,733.0,162.0,497.0,175.0,3.2708,2.0
-118.14,34.68,33.0,2815.0,485.0,1447.0,489.0,4.2679,0.0
-120.41,34.96,16.0,2299.0,403.0,1245.0,395.0,4.2125,3.0
-118.4,33.96,44.0,1138.0,228.0,497.0,228.0,4.1852,3.0
-122.46,37.59,21.0,12902.0,2118.0,6160.0,2082.0,5.7653,2.0
-122.1,37.68,31.0,1892.0,428.0,1162.0,389.0,3.125,1.0
-123.17,40.31,36.0,98.0,28.0,18.0,8.0,0.536,0.0
-120.07,39.24,20.0,3729.0,614.0,365.0,152.0,4.962,0.0
-118.6,34.07,16.0,319.0,59.0,149.0,64.0,4.625,3.0
-120.95,37.65,14.0,5200.0,1119.0,3221.0,1102.0,2.6964,0.0
-119.29,36.31,14.0,2382.0,377.0,1278.0,386.0,5.1896,0.0
-121.08,38.93,14.0,4239.0,824.0,1729.0,794.0,2.4278,0.0
-118.63,34.24,9.0,4759.0,924.0,1884.0,915.0,4.8333,3.0
-118.19,33.99,38.0,1212.0,272.0,1129.0,263.0,2.6673,3.0
-117.91,33.66,21.0,1708.0,505.0,1099.0,434.0,3.225,3.0
-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,3.9673,3.0
-118.32,33.89,45.0,1928.0,453.0,1323.0,458.0,4.2813,3.0
-122.29,37.88,46.0,1895.0,442.0,920.0,425.0,2.9926,1.0
-118.44,34.28,38.0,1156.0,305.0,1359.0,289.0,2.5147,3.0
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,1.0
-122.0,37.33,30.0,4033.0,794.0,1788.0,807.0,5.6932,3.0
-118.51,35.16,7.0,4371.0,727.0,1932.0,654.0,4.625,0.0
-118.2,33.79,47.0,2549.0,626.0,1388.0,606.0,3.0135,2.0
-121.9,37.25,28.0,2714.0,502.0,1389.0,490.0,5.7385,3.0
-121.4,38.71,15.0,4680.0,758.0,2626.0,729.0,3.8355,0.0
-120.42,34.97,18.0,1932.0,350.0,1071.0,346.0,4.125,3.0
-121.76,37.68,32.0,1078.0,207.0,555.0,197.0,3.1856,0.0
-117.08,32.83,7.0,13703.0,2352.0,4446.0,1856.0,6.4335,3.0
-122.05,37.9,24.0,4125.0,1020.0,1699.0,873.0,2.9526,1.0
-122.18,37.76,52.0,754.0,175.0,447.0,165.0,3.9063,1.0
-117.94,33.76,33.0,1441.0,337.0,1233.0,331.0,3.7232,3.0
-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,3.9674,3.0
-118.71,34.29,24.0,2983.0,406.0,1203.0,381.0,6.3236,3.0
-117.1,33.09,5.0,12045.0,2162.0,5640.0,1997.0,4.4375,3.0
-118.48,34.47,36.0,84.0,12.0,29.0,17.0,3.375,3.0
-116.88,33.74,20.0,3111.0,623.0,1000.0,508.0,1.5982,0.0
-121.04,39.08,8.0,2870.0,526.0,1307.0,451.0,3.463,0.0
-117.21,34.13,31.0,3037.0,565.0,1834.0,575.0,3.3445,0.0
-119.14,34.15,25.0,2202.0,390.0,1415.0,412.0,4.43,2.0
-117.11,32.67,52.0,204.0,74.0,248.0,57.0,1.7961,2.0
-122.02,37.59,18.0,1165.0,333.0,855.0,319.0,3.6923,1.0
-117.03,34.02,26.0,3909.0,670.0,1884.0,665.0,4.1361,0.0
-122.03,37.03,21.0,4650.0,733.0,2014.0,704.0,5.6233,2.0
-122.24,40.16,19.0,2500.0,509.0,1293.0,494.0,2.035,0.0
-115.54,32.79,30.0,752.0,194.0,733.0,186.0,1.6607,0.0
-122.24,37.55,3.0,6164.0,1175.0,2198.0,975.0,6.7413,1.0
-118.3,33.98,44.0,1242.0,270.0,811.0,274.0,2.9375,3.0
-121.25,38.14,16.0,1174.0,242.0,464.0,261.0,2.3,0.0
-122.12,37.42,35.0,2445.0,533.0,1187.0,519.0,5.2803,1.0
-124.08,40.87,29.0,1710.0,469.0,990.0,425.0,1.1479,2.0
-117.69,34.11,16.0,2427.0,522.0,794.0,491.0,2.6929,0.0
-118.19,34.02,45.0,1535.0,432.0,1820.0,419.0,1.7801,3.0
-117.65,34.1,44.0,1526.0,337.0,831.0,326.0,3.0284,0.0
-118.3,33.77,18.0,3821.0,795.0,2831.0,769.0,2.9571,3.0
-118.23,33.96,39.0,405.0,163.0,686.0,164.0,1.695,3.0
-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863,3.0
-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,3.0
-117.65,34.12,27.0,2298.0,340.0,1071.0,369.0,6.5587,0.0
-122.82,38.38,27.0,2565.0,479.0,1227.0,467.0,4.5132,3.0
-118.31,34.26,41.0,1297.0,327.0,733.0,315.0,3.0583,3.0
-117.07,32.71,26.0,4151.0,823.0,2822.0,697.0,2.8372,2.0
-120.69,35.64,38.0,2564.0,546.0,1301.0,481.0,2.0076,3.0
-124.17,40.8,52.0,1606.0,419.0,891.0,367.0,1.585,2.0
-121.81,38.45,24.0,1951.0,341.0,1140.0,338.0,3.7061,0.0
-118.25,34.0,34.0,1905.0,552.0,2194.0,521.0,1.4792,3.0
-122.72,38.46,35.0,1445.0,309.0,795.0,308.0,2.9073,3.0
-118.1,34.17,46.0,1774.0,315.0,753.0,330.0,4.7241,0.0
-121.74,38.56,18.0,3960.0,1151.0,2248.0,1144.0,1.7257,0.0
-118.37,34.14,8.0,4382.0,1560.0,2138.0,1411.0,3.5714,3.0
-117.67,35.64,6.0,2115.0,342.0,927.0,337.0,6.1935,0.0
-118.2,33.96,43.0,1233.0,306.0,1190.0,282.0,2.8371,3.0
-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,3.0
-116.68,33.16,26.0,1820.0,374.0,1001.0,324.0,2.1797,0.0
-118.13,34.69,32.0,3670.0,765.0,1986.0,673.0,3.682,0.0
-122.41,37.59,34.0,3931.0,622.0,1717.0,621.0,6.2946,2.0
-118.02,33.84,35.0,3473.0,563.0,2091.0,580.0,4.4821,3.0
-118.26,34.07,36.0,2306.0,813.0,2823.0,765.0,2.0214,3.0
-121.3,37.94,40.0,452.0,109.0,412.0,97.0,1.3417,0.0
-122.41,37.61,42.0,1602.0,262.0,705.0,255.0,5.7398,2.0
-118.07,34.11,41.0,2869.0,563.0,1627.0,533.0,5.0736,3.0
-118.99,35.33,36.0,1590.0,367.0,1311.0,390.0,1.6786,0.0
-122.14,37.08,18.0,2420.0,439.0,1278.0,416.0,5.2101,2.0
-118.37,34.06,36.0,1661.0,395.0,690.0,365.0,3.3438,3.0
-121.97,37.56,13.0,8918.0,1823.0,4518.0,1772.0,4.8052,3.0
-118.58,34.15,21.0,3856.0,547.0,1422.0,535.0,8.4196,3.0
-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,3.0
-121.39,38.57,33.0,2648.0,357.0,863.0,359.0,8.4016,0.0
-118.44,34.03,37.0,1193.0,205.0,488.0,224.0,3.625,3.0
-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,3.0
-120.16,39.01,16.0,1463.0,264.0,54.0,26.0,4.975,0.0
-120.65,35.29,36.0,1940.0,315.0,850.0,298.0,3.1818,2.0
-121.46,38.54,39.0,1453.0,324.0,843.0,281.0,1.7692,0.0
-121.29,38.1,14.0,1551.0,297.0,785.0,281.0,3.775,0.0
-122.25,37.51,45.0,989.0,174.0,504.0,180.0,4.8382,2.0
-122.13,37.66,19.0,862.0,167.0,407.0,183.0,4.3456,1.0
-118.41,34.26,38.0,870.0,205.0,1065.0,222.0,2.5313,3.0
-118.22,33.98,18.0,1781.0,765.0,1913.0,702.0,1.2059,3.0
-122.53,39.09,11.0,1264.0,271.0,370.0,177.0,1.3,0.0
-122.19,37.78,52.0,1026.0,180.0,469.0,168.0,2.875,1.0
-117.22,32.87,5.0,3511.0,1008.0,1599.0,918.0,3.8542,2.0
-121.92,37.32,31.0,1902.0,554.0,1485.0,494.0,2.4207,3.0
-123.21,39.18,17.0,2772.0,576.0,1501.0,584.0,2.6275,3.0
-118.16,34.16,52.0,1576.0,239.0,696.0,249.0,6.07,3.0
-117.01,32.71,20.0,3506.0,692.0,1977.0,668.0,2.981,2.0
-117.74,34.1,26.0,2723.0,604.0,1847.0,498.0,2.6779,0.0
-118.14,34.13,49.0,4438.0,803.0,1650.0,741.0,5.1072,3.0
-118.52,34.19,42.0,881.0,170.0,464.0,163.0,2.9511,3.0
-118.08,34.12,27.0,1685.0,341.0,757.0,317.0,4.2434,3.0
-117.02,33.76,20.0,1317.0,203.0,453.0,158.0,2.8393,0.0
-120.42,34.95,33.0,3404.0,711.0,1579.0,639.0,3.1078,3.0
-117.9,33.74,18.0,1884.0,442.0,1915.0,442.0,2.3783,3.0
-119.36,36.22,10.0,2445.0,526.0,1262.0,476.0,1.9355,0.0
-121.61,39.76,31.0,2431.0,512.0,1026.0,427.0,2.5428,0.0
-122.15,37.45,52.0,568.0,91.0,219.0,75.0,6.1575,1.0
-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,3.0
-116.39,33.72,19.0,7646.0,1618.0,2496.0,1075.0,3.5569,0.0
-123.1,39.36,19.0,1056.0,248.0,611.0,226.0,1.746,0.0
-117.99,34.13,37.0,1568.0,371.0,1618.0,350.0,2.9605,0.0
-122.44,37.79,52.0,1335.0,151.0,402.0,157.0,10.8783,1.0
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,1.0
-120.66,35.28,31.0,2773.0,844.0,1358.0,794.0,1.4036,2.0
