longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,distance_to_cluster_0,distance_to_cluster_1,distance_to_cluster_2,distance_to_cluster_3
-118.22,33.88,37.0,1149.0,280.0,1016.0,250.0,2.125,3.0,1.3275916927118767,3.180065041656796,4.293006439899726,11.467715921266242
-117.68,34.1,11.0,7392.0,1796.0,3841.0,1621.0,2.8326,0.0,6.199476163070824,6.55246713927203,3.1741965167310875,5.098057624127667
-119.8,36.82,24.0,5377.0,1005.0,2010.0,982.0,3.4542,0.0,3.6645768999998296,3.0089514141936897,1.7516666600637811,8.105936866444363
-118.32,34.17,40.0,1868.0,356.0,799.0,403.0,2.9306,3.0,1.0507661284053238,2.978140330694634,3.950461939263135,11.106996994765383
-122.72,38.48,23.0,2296.0,356.0,902.0,334.0,6.0298,3.0,3.492270738794584,2.200464940349025,4.289797656957446,11.145448889196055
-122.22,37.78,44.0,1678.0,514.0,1700.0,495.0,2.0801,1.0,3.348186247252162,1.5394963958366197,4.069253709357684,10.724623959031009
-118.42,34.09,40.0,3552.0,392.0,1024.0,370.0,15.0001,3.0,5.91237163369662,6.6757365142857035,6.748262099437331,11.977544687588376
-117.24,33.94,15.0,1569.0,423.0,1123.0,369.0,1.6111,0.0,2.54036200493127,3.3486251330843175,3.9327271197149543,10.870806291641602
-117.78,34.03,8.0,32054.0,5290.0,15507.0,5050.0,6.0191,3.0,25.168618543765568,25.410578243947366,22.025535627734016,14.619664903459876
-122.43,37.73,52.0,1029.0,205.0,461.0,212.0,5.0782,1.0,3.668038964191312,2.1351830649232855,5.344131714657178,12.175199448096464
-124.26,40.58,52.0,2217.0,394.0,907.0,369.0,2.3571,2.0,4.82192579623178,2.7166853693407043,5.5471822540400195,11.777804970431664
-119.32,36.62,15.0,1070.0,256.0,1070.0,243.0,1.5642,0.0,2.9779673585932636,2.2660515864669293,4.2666626764744,11.355365682028772
-121.72,38.8,36.0,1069.0,228.0,567.0,190.0,1.9559,0.0,3.7725484415065056,1.5644113946433786,5.092537545214872,11.986216458075257
-117.18,32.7,42.0,1691.0,286.0,761.0,281.0,5.1386,2.0,1.4139909187060882,3.613591470863396,4.410092026666738,11.428776283679843
-117.39,34.11,5.0,2987.0,457.0,1821.0,485.0,4.8889,0.0,2.859394064229577,3.5948981057472595,3.1855050686464925,9.957281046615996
-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,3.0,3.749555845803758,4.877959567072813,1.647627313450983,7.320857513762403
-118.25,33.89,34.0,1367.0,288.0,1183.0,286.0,2.6812,3.0,0.9701952330730976,3.052703368979014,3.997602702787274,11.226077249672118
-118.19,34.04,43.0,1682.0,422.0,1706.0,409.0,2.1029,3.0,1.5041316504715134,3.2519678748126566,3.8448314870670823,10.795119529444236
-118.43,34.14,44.0,1693.0,239.0,498.0,216.0,10.9237,3.0,3.924768031580808,4.921168843584219,5.775955883806187,12.164262597143528
-121.06,37.67,31.0,906.0,146.0,383.0,129.0,3.4167,0.0,3.2289455026589797,1.403255636924172,4.918283106394861,12.056475315736646
-122.02,37.35,22.0,3219.0,756.0,1479.0,667.0,4.1473,3.0,2.9939466115380937,2.1739674108312848,2.7610853949366625,9.647200905190129
-118.26,34.02,41.0,848.0,323.0,1428.0,313.0,1.5603,3.0,1.6692327206213444,3.295769785848694,4.301421765644749,11.33424580875662
-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,3.0,2.887309518790618,4.160514118242103,1.8951621530979947,8.276267371289602
-118.24,33.89,32.0,1132.0,266.0,1211.0,279.0,2.1838,3.0,1.1830240307006723,3.1167830835699935,4.083322651159808,11.30504010106616
-120.37,38.23,13.0,4401.0,829.0,924.0,383.0,2.6942,0.0,3.5138639349401184,1.9943199430375995,3.1222181604741492,9.848673581237692
-119.71,34.42,39.0,1172.0,322.0,606.0,316.0,2.16,3.0,1.6280572910341655,2.708374758039235,4.312131211864578,11.513061341391666
-118.03,33.7,15.0,3244.0,421.0,1259.0,413.0,7.7854,3.0,2.4947597891870275,3.9978803571351302,3.64591196979834,10.429003135190229
-117.7,33.6,26.0,2283.0,506.0,634.0,469.0,2.3774,3.0,0.9973947203825662,3.266499723764469,3.505711936716404,10.699717581110246
-119.18,34.21,46.0,2062.0,484.0,1522.0,469.0,3.087,2.0,1.4897376117482808,2.6312660183297094,3.57057269035111,10.572897889173838
-118.27,34.02,39.0,2004.0,633.0,3050.0,621.0,1.875,3.0,2.058526064811703,3.562038887720626,2.9677244705473766,9.627551958538136
-122.86,38.61,52.0,1753.0,380.0,982.0,380.0,3.4013,3.0,3.748129309237594,2.4580813889447795,4.966133323474112,11.559266622990949
-118.1,33.94,34.0,1947.0,284.0,841.0,277.0,6.1814,3.0,1.385500265374475,3.3069357546862213,4.1130274112466765,11.252316891907764
-118.0,33.83,24.0,2578.0,580.0,1217.0,529.0,2.2401,3.0,1.2597236790646762,3.2258148979121226,3.0440741622255896,10.206347745790824
-120.54,38.07,37.0,736.0,148.0,339.0,140.0,2.2875,0.0,3.3695442967244347,1.7258063817393996,5.1394751856459475,12.203860200081634
-117.97,33.75,26.0,3361.0,722.0,2709.0,648.0,3.9107,3.0,1.8165715201141293,3.5904406430538613,2.031336956220447,9.044455659107689
-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,3.0,0.596346188353779,3.118178810662165,3.857180006378725,11.113251191696325
-117.68,34.01,20.0,7326.0,1555.0,5718.0,1538.0,3.2073,0.0,6.399295202023893,6.787819998010994,3.41564751403582,4.745178784296811
-122.47,37.5,25.0,950.0,259.0,404.0,195.0,3.1937,2.0,3.049541681334536,1.3910771089888263,4.6099389948887675,11.809917776501791
-121.83,37.32,21.0,4559.0,1163.0,5124.0,1124.0,3.2052,3.0,4.991914332979483,4.658798799657809,2.2987235450792833,6.844308206905624
-118.12,34.14,52.0,2337.0,352.0,981.0,328.0,5.8692,3.0,2.0302993977938475,3.5845426560309206,4.454544652573691,11.258967943081055
-121.48,39.1,19.0,2043.0,421.0,1018.0,390.0,2.5952,0.0,3.695029526776739,1.3612628754806702,4.122742324135026,10.933824797506391
-117.76,33.71,14.0,4321.0,582.0,2025.0,578.0,8.3634,3.0,3.0758730847813016,4.463395545414724,3.2145647484556346,9.53449052982923
-122.21,38.11,35.0,2122.0,400.0,1189.0,408.0,3.0962,1.0,3.1312688196750353,0.5957437363400706,3.9748998554900687,10.89831354917611
-118.28,33.79,36.0,1989.0,458.0,1668.0,455.0,3.3009,3.0,0.8501968962786126,3.074142648881532,3.3473266209192856,10.47449223922372
-117.95,34.03,35.0,804.0,159.0,727.0,179.0,2.7361,3.0,1.3413890208383537,3.221983521885103,4.576756292922265,11.843202190788096
-117.28,33.89,33.0,6982.0,1371.0,5650.0,1195.0,2.5379,0.0,5.651534018456047,6.156623869121618,3.142130291511424,5.796795374809716
-118.09,33.92,36.0,1226.0,211.0,711.0,219.0,4.5699,3.0,1.095186573803765,3.1644545168725378,4.365096728034502,11.619072343051885
-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,0.0,3.845645557933214,2.113574711283224,2.8130975438512476,9.246832155492433
-121.83,40.69,14.0,821.0,170.0,477.0,129.0,3.15,0.0,4.484091106425332,2.1893829713953035,5.3605078421587,12.171311678900087
-117.16,34.06,17.0,2285.0,554.0,1412.0,541.0,1.8152,0.0,2.483170875218074,3.3122707909187885,3.350319369949096,10.201117717047737
-122.78,38.97,11.0,5175.0,971.0,2144.0,792.0,3.0466,0.0,4.798450949611206,3.061803471715984,3.0768555987200035,8.709128524944578
-122.56,38.03,34.0,1887.0,290.0,815.0,283.0,6.5249,1.0,3.49433145964835,1.6477681583555956,4.565120776663288,11.427892804680557
-120.95,37.66,16.0,4478.0,647.0,1990.0,672.0,5.1473,0.0,3.607845403064659,2.294056408308586,2.603981557668609,9.179297371384845
-121.32,38.57,25.0,692.0,146.0,504.0,167.0,3.6897,0.0,3.5302891545780826,1.4097859327136353,4.927839968271838,12.00815712408886
-118.53,34.23,32.0,4039.0,984.0,2675.0,941.0,3.0321,3.0,2.6751407756500445,3.851845778639417,1.739195284221429,8.305876392139641
-119.83,34.43,31.0,798.0,346.0,699.0,301.0,2.1417,2.0,1.470111016413981,2.215674997318837,4.052236575627627,11.391385367768974
-118.54,34.18,25.0,1938.0,457.0,1280.0,425.0,3.9632,3.0,0.7580860584123219,2.845491925042968,3.2110391202488007,10.53729807670874
-121.97,37.54,28.0,2312.0,496.0,1344.0,467.0,4.7135,3.0,2.7417986031074504,1.764744839766769,3.4992599412585204,10.517592799062577
-117.9,34.06,33.0,1330.0,209.0,578.0,192.0,5.6406,3.0,1.3646350979785595,3.2986657979998335,4.432675158348539,11.668203976379688
-121.94,37.94,26.0,1299.0,174.0,533.0,180.0,6.2296,0.0,3.645931708130785,1.7948866747297587,4.881253866901754,11.843709814677949
-120.94,37.59,16.0,3964.0,824.0,2622.0,766.0,2.3152,0.0,3.8539061321824506,2.6401949549839925,2.41936083603997,8.756332916340714
-118.59,34.21,17.0,2737.0,868.0,2924.0,785.0,2.5797,3.0,2.523291707965739,3.7237311419998593,1.8457497405220231,8.726901457701716
-120.44,38.61,9.0,2598.0,548.0,796.0,297.0,3.5192,0.0,3.569316691061433,1.9170870085368832,3.873397276746176,10.742467707917216
-121.03,37.69,5.0,4034.0,771.0,1967.0,742.0,3.8065,0.0,3.989688421332363,2.777746751122824,2.693172870841788,9.063395346673486
-118.22,33.92,23.0,926.0,409.0,1856.0,408.0,2.1366,3.0,1.3383628911147845,3.192010393454898,3.489451542357378,10.678776941088373
-123.79,39.5,24.0,1421.0,291.0,588.0,274.0,2.325,3.0,4.13034641726597,2.316838131320719,5.051843876051977,11.82368415095545
-118.2,33.84,35.0,3405.0,779.0,1953.0,671.0,2.7813,2.0,1.6671458906784895,3.140083506710905,2.342983731741707,9.323908338058844
-118.27,34.13,47.0,1375.0,359.0,1512.0,418.0,2.1071,3.0,1.723500403619736,3.313090218007582,4.164787993740067,11.076149164428308
-118.38,33.81,39.0,2400.0,373.0,877.0,372.0,5.7361,2.0,1.2218366963842926,2.921745282504032,3.784679882707293,10.902542764019234
-118.29,33.8,21.0,9944.0,1623.0,4185.0,1582.0,4.526,3.0,6.234606578672572,6.938522270058501,3.26918093930516,4.649096590909068
-117.12,32.77,48.0,2012.0,422.0,893.0,394.0,2.7928,2.0,1.6494082885946522,3.6712551885639546,4.296192618580041,11.139435978064354
-118.11,34.68,6.0,7430.0,1184.0,3489.0,1115.0,5.3267,0.0,5.0067420760833725,5.284792537945187,2.201149516053439,6.550210230960715
-121.92,37.53,7.0,28258.0,3864.0,12203.0,3701.0,8.4045,3.0,19.73760192658733,19.691040109187444,16.50677163158246,9.34240223399107
-117.9,34.07,36.0,1009.0,164.0,466.0,149.0,5.8519,3.0,1.6336424787104515,3.420862186198353,4.726686906120593,11.937585763592162
-117.99,34.07,31.0,1507.0,369.0,1548.0,347.0,3.4327,0.0,1.778420666615559,2.613010075662065,3.6746240815093985,10.779988575642047
-122.34,37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,1.0,3.313910669907347,1.2533829362838491,4.334649927172927,11.117863371422146
-122.62,38.25,33.0,1453.0,250.0,677.0,237.0,4.0962,3.0,3.2229410393580333,1.8287493139077688,4.675023447635689,11.706317309847746
-118.31,34.07,20.0,3264.0,1248.0,2919.0,1191.0,2.3674,3.0,3.4545353933047376,4.4991744078587494,1.6441488610791706,7.69111450918406
-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,4.2969,3.0,1.7514524223377272,3.929728000507122,2.746396161614619,9.70090059785813
-118.13,34.18,52.0,3094.0,519.0,1309.0,488.0,6.4223,0.0,2.8569732742821796,3.45319958433517,4.1599774026627925,10.576683233135151
-122.09,37.6,36.0,385.0,94.0,295.0,92.0,2.9706,1.0,3.31819888055657,1.5729622364351905,5.22917438155104,12.39509110076955
-121.92,36.54,33.0,5323.0,887.0,1670.0,740.0,3.9792,2.0,3.0908781468295645,2.298337979273791,2.1488544828942913,8.85201211265733
-121.85,37.33,19.0,735.0,158.0,597.0,134.0,4.5208,3.0,2.988371176719989,2.202111831228156,4.69881527679653,11.932371430784396
-121.21,39.49,18.0,697.0,150.0,356.0,114.0,2.5568,0.0,3.9874889279688217,1.930928365102931,5.199936621091355,12.189061687808993
-122.71,38.46,42.0,1574.0,376.0,844.0,369.0,2.314,3.0,3.4728460515102895,2.079875534665267,4.708722423275171,11.49958248778271
-121.04,39.24,48.0,1188.0,227.0,471.0,219.0,2.3125,0.0,3.886355178129196,1.96748820671548,5.343575196180561,12.118548649693391
-118.23,34.21,36.0,2988.0,719.0,1357.0,657.0,3.5174,3.0,1.2505488964420917,3.102647035389226,2.741551507349611,9.795457502474198
-122.41,37.79,52.0,6016.0,2509.0,3436.0,2119.0,2.5166,1.0,7.671648892236067,7.098976419286041,5.0884647647965675,5.6164577391171235
-122.0,38.73,31.0,371.0,74.0,208.0,84.0,3.875,0.0,3.8695317193427927,1.733290007789446,5.446309344982272,12.491929978695966
-121.63,39.15,16.0,1547.0,418.0,940.0,400.0,1.5613,0.0,3.9603978711184142,1.8300015952711672,4.404710714807842,11.134661821871074
-118.19,34.11,38.0,1158.0,309.0,1051.0,322.0,2.286,3.0,1.2561535423440031,3.102633278006954,4.164209650871806,11.326728253861637
-117.41,34.58,14.0,859.0,212.0,541.0,181.0,1.6838,0.0,2.774194213088082,3.2993257109047223,4.665728725717784,11.74907585112254
-122.07,37.39,37.0,1169.0,239.0,589.0,249.0,5.0131,1.0,3.021113287304388,1.180501328533045,4.6149739310863085,11.703909320114604
-117.23,33.89,5.0,11775.0,2031.0,6686.0,1911.0,4.1953,0.0,9.006012671001908,9.350562656067645,5.842224460186719,2.5095123305613516
-121.28,38.67,29.0,1087.0,174.0,430.0,174.0,4.3625,0.0,3.499263874438255,1.330834832591288,4.891676888955384,11.938795407877768
-118.15,33.84,37.0,1508.0,252.0,635.0,241.0,3.75,3.0,0.993282231597007,3.11369566196979,4.284909837904014,11.529999930180605
-121.28,38.64,24.0,3459.0,573.0,1336.0,544.0,4.8661,0.0,3.4955508608545305,1.424986102090719,3.3510218097610367,10.052855028832584
-119.23,34.17,18.0,6171.0,1490.0,2164.0,1210.0,3.6875,2.0,3.9635030174702055,4.52578830741499,0.7649040014351635,6.815884800283022
-119.81,36.8,38.0,2252.0,325.0,777.0,314.0,6.1575,0.0,2.7962893598692906,1.9199992828313104,4.221421872443373,11.172471306401448
-121.76,38.68,38.0,674.0,178.0,701.0,189.0,1.3942,0.0,3.885684036356088,1.8483565114251832,5.272820370752721,12.133887519113326
-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,0.0,4.453643556075643,2.491148994828007,5.754299820597634,12.325615472663497
-121.87,37.35,52.0,1557.0,424.0,1580.0,434.0,2.3277,3.0,3.2188448966715537,2.514583531987283,4.510225797669003,11.149211148357557
-117.91,34.14,42.0,2225.0,485.0,1544.0,464.0,2.2442,0.0,2.231174274319749,2.924168775195979,3.765541932718073,10.55053589395862
-119.0,36.07,20.0,1042.0,183.0,509.0,175.0,2.9815,0.0,2.582655600811685,2.147300829622877,4.44974176750794,11.69896142888746
-118.32,33.83,51.0,2399.0,516.0,1160.0,514.0,3.8456,3.0,1.728083131648217,3.414159257619156,3.929324634193278,10.7132783374754
-116.99,32.85,32.0,5211.0,949.0,3025.0,948.0,4.0931,3.0,3.046948261512726,4.727471605247497,2.0967821886179845,8.005277890647836
-122.2,37.76,37.0,2680.0,736.0,1925.0,667.0,1.4097,1.0,3.535010851541434,1.9050048374964943,3.4227999487796397,9.875564501275894
-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,0.0,4.235006839153019,1.9350197424976363,3.894053862261117,10.273117417301082
-122.04,37.12,30.0,1427.0,311.0,686.0,251.0,4.0781,2.0,2.621472769193324,1.0831146291796765,4.207742529741473,11.429342501294895
-122.29,37.76,18.0,2873.0,763.0,1243.0,663.0,5.1702,1.0,3.383415674320734,1.6555766162100642,2.9698356480981634,9.768280873105285
-121.93,37.93,16.0,2876.0,391.0,1089.0,377.0,6.299,0.0,3.7105546705753567,1.94398333409283,3.97275970523237,10.709904252434551
-122.02,37.63,6.0,2445.0,590.0,1189.0,573.0,3.8958,1.0,3.5191964219105234,2.020826962808569,3.3312145323962907,10.176128271043508
-117.85,33.8,40.0,1461.0,286.0,1322.0,264.0,4.3269,3.0,0.9648891847741244,3.2407430628017773,4.091279597865063,11.231368936676873
-118.3,33.82,25.0,2659.0,765.0,2629.0,726.0,2.6368,3.0,1.9776274748210885,3.550660494722647,2.169533975627572,9.12186250178098
-118.41,34.3,28.0,3187.0,569.0,2205.0,559.0,5.1668,3.0,1.4346235617495418,3.158984968044848,2.442314590864912,9.587505971358429
-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,0.0,3.075559975224791,1.868746628346392,2.7544721145323394,9.663745058893952
-115.58,33.88,21.0,1161.0,282.0,724.0,186.0,3.1827,0.0,2.429454078783329,3.730062681263664,4.574219897744967,11.560007267464124
-119.02,36.06,41.0,2279.0,538.0,1908.0,511.0,1.3952,0.0,2.7458238322768516,2.3817421310061246,3.607089137300176,10.30568906705656
-119.22,34.28,33.0,2467.0,377.0,1052.0,363.0,4.7333,2.0,0.8148088772454493,2.2824106513550615,3.3731645740390936,10.7025394832907
-117.07,32.63,40.0,1706.0,322.0,796.0,303.0,3.5583,2.0,1.1624311458102448,3.532872840003818,4.260679586318335,11.319552904867246
-118.29,34.0,52.0,1319.0,295.0,898.0,271.0,2.7727,3.0,1.9400691842393123,3.4575874775940325,4.722130936674027,11.66384501304811
-118.16,33.96,24.0,1635.0,507.0,2480.0,481.0,2.4432,3.0,1.385676704851519,3.244696647418646,2.9041470310441553,10.03751150087482
-120.94,37.65,13.0,5075.0,978.0,3033.0,838.0,3.0577,0.0,4.3013657038302195,3.267566898676072,2.123291181600115,8.022511956491496
-118.15,33.85,36.0,1435.0,249.0,606.0,234.0,4.1439,3.0,0.9965721281330284,3.1200396843973115,4.294794632223395,11.553119675990455
-123.19,39.12,38.0,267.0,57.0,196.0,60.0,2.3125,3.0,4.103789735514151,2.625991556609871,5.851074127309225,12.8228547396207
-121.32,38.59,24.0,4378.0,910.0,2149.0,812.0,2.5035,0.0,4.043956976486813,2.4517695922709826,2.7043079374867216,8.836717037520728
-121.26,37.94,43.0,1610.0,412.0,1409.0,365.0,1.7574,0.0,3.4403422948423774,1.613507677952295,4.42378828026549,11.130759040390524
-122.2,38.1,5.0,9567.0,1729.0,4620.0,1580.0,4.4821,1.0,7.384239213596381,6.770556953693511,4.04482960425134,4.744989366983374
-121.45,38.65,5.0,2680.0,502.0,1885.0,498.0,2.6369,0.0,4.047230082095454,2.3486114313428232,3.634216801133265,10.1607943274771
-122.51,37.58,20.0,64.0,21.0,59.0,21.0,2.2375,2.0,3.6220726731068695,2.2962270050456004,5.454073006335795,12.674502213563327
-118.29,34.08,34.0,479.0,182.0,557.0,170.0,1.525,3.0,1.8203550427002253,3.313857667583763,4.794742583534019,12.02023357175537
-118.08,33.91,30.0,1366.0,460.0,920.0,410.0,0.9946,3.0,1.649526693609023,3.325057555788075,3.9663588612100495,11.04270238441312
-123.21,39.15,52.0,1370.0,258.0,617.0,228.0,2.55,3.0,4.1268245716965435,2.686363383155339,5.555566683711516,12.202631631217434
-122.65,38.4,21.0,1059.0,150.0,400.0,154.0,6.8586,3.0,3.8090688235240138,2.727122075552011,5.158193863349286,12.110425350250706
-118.61,34.25,16.0,8295.0,1506.0,3903.0,1451.0,5.5111,3.0,5.5728298481270935,6.249419672195075,2.588623497101918,5.395505931098815
-118.12,34.56,5.0,6446.0,1154.0,3427.0,1104.0,3.9936,0.0,4.711651739878052,5.005826831423504,1.9762454465236077,6.830030059579287
-122.26,38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,1.0,3.128302311522709,0.6822447655572359,3.9322568038679377,10.968401790820833
-117.04,32.74,33.0,3880.0,770.0,2288.0,805.0,3.6848,2.0,2.0573917523461396,3.9407018933605817,2.305053188570571,8.938865206177793
-117.27,34.11,44.0,567.0,134.0,565.0,150.0,1.8281,0.0,2.6863259083355113,3.4230907059133777,5.231178731325569,12.206108888353082
-122.66,38.27,16.0,1523.0,308.0,477.0,315.0,2.1696,3.0,3.5447822931087583,2.2297504747040717,4.573710811105122,11.555101843494548
-115.62,33.04,17.0,1009.0,231.0,745.0,217.0,2.0463,0.0,2.767442695748204,4.109749409054534,4.790176280765423,11.669048342890466
-118.45,34.18,34.0,1843.0,442.0,861.0,417.0,3.6875,3.0,0.6312672135663245,2.831236140627063,3.601795250741373,10.859907871415077
-117.08,32.69,31.0,2558.0,487.0,1938.0,492.0,3.4875,2.0,1.051719281102783,3.504354833647198,3.0787652489637214,10.093545546767734
-122.04,36.96,42.0,1149.0,264.0,703.0,232.0,2.5865,2.0,2.845512402925035,1.5919628391129763,4.6702829512713535,11.753609238229313
-121.53,38.48,5.0,27870.0,5027.0,11935.0,4855.0,4.8811,0.0,22.375716773813902,22.191905314284156,19.082627861714727,11.730932650141789
-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,3.0,1.3876752155224217,3.0935338706248703,2.6138988237121565,9.712831749709444
-120.99,39.22,16.0,1497.0,275.0,737.0,243.0,2.8942,0.0,3.705134465442976,1.5952009051357308,4.545416722371135,11.488259260073256
-122.49,37.76,52.0,2564.0,502.0,1092.0,459.0,3.5302,1.0,3.5277463429494356,1.811223688807409,4.40827383539903,10.957944766818764
-118.08,33.93,33.0,2263.0,511.0,1626.0,457.0,3.5556,3.0,0.7403428926196384,3.0645131791721174,3.1440682470400003,10.315955170322551
-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,0.0,3.2431582661922396,1.0765609220643666,3.993240378687196,10.939487931026706
-118.04,33.98,50.0,1951.0,458.0,1362.0,454.0,3.0,3.0,1.6917359217119634,3.41595386027019,4.044319767308434,10.87338737457944
-121.13,36.2,16.0,1868.0,443.0,1323.0,436.0,2.9559,3.0,2.35782192189795,2.161819167876673,3.3581372878320725,10.581372410359378
-118.33,34.09,30.0,1679.0,682.0,1445.0,579.0,2.1403,3.0,1.3352434319240332,3.110057077606642,3.0907758349775705,10.191004761456
-120.05,36.97,20.0,2029.0,427.0,983.0,401.0,1.8444,0.0,2.897728160320926,1.6750816895598584,3.7490861824699273,10.7898458791979
-118.94,35.37,23.0,1106.0,252.0,790.0,230.0,1.8523,0.0,2.468709583411281,2.300769981122879,4.291405174646609,11.471752973592697
-122.01,36.98,27.0,2820.0,730.0,1511.0,745.0,2.589,2.0,2.880446484867709,1.69444685452359,2.7289196201930888,9.655417302127749
-118.29,33.84,33.0,896.0,208.0,843.0,200.0,3.5,3.0,1.059275810611416,3.093208245551696,4.3418762631931225,11.640770882137035
-121.45,38.55,19.0,3374.0,808.0,1412.0,753.0,1.4889,0.0,3.953780474607777,2.192282746523955,3.242240270958794,9.600066383363826
-122.26,38.28,24.0,2831.0,502.0,1462.0,503.0,4.5,1.0,3.2625232470525196,1.0012150296033049,3.383376932392678,10.263416918211751
-119.71,36.83,15.0,2727.0,500.0,1228.0,436.0,3.5078,0.0,2.777573389698385,1.8006018394544543,3.2072909783194743,10.289370207089052
-121.0,39.09,7.0,439.0,84.0,246.0,80.0,3.0781,0.0,4.190648370196887,2.5410347712613333,5.368453080145837,12.354695188231709
-116.71,33.75,25.0,10665.0,2161.0,1874.0,852.0,3.0625,0.0,5.445323287657915,6.003799262441868,2.8548650461819824,5.929780854418469
-117.28,32.74,33.0,4168.0,1112.0,1785.0,984.0,2.7515,2.0,2.5801254167140426,4.1624148822311104,2.12106534544046,8.479725961167594
-122.72,38.35,16.0,3049.0,609.0,1675.0,618.0,2.4117,3.0,3.6466227319333417,2.398002253643619,3.378010690428114,9.991701613163366
-121.38,38.41,7.0,6091.0,921.0,2916.0,886.0,4.7557,0.0,4.827645365550506,3.676650676704976,2.534367298157957,7.929036636952343
-117.25,32.79,25.0,1627.0,375.0,735.0,378.0,3.6429,2.0,0.8623597710569632,3.3447355336479743,3.786328226603577,11.01171369677653
-118.21,34.04,47.0,1306.0,391.0,1499.0,346.0,2.2788,3.0,1.6681493269152012,3.327880688238548,4.210192189967732,11.143391304819025
-118.22,33.9,35.0,1649.0,424.0,1786.0,388.0,1.4091,3.0,1.5157825700658152,3.2643468962966384,3.7056156929398822,10.719989255949455
-118.26,33.92,42.0,3320.0,682.0,2105.0,632.0,1.9809,3.0,1.9859036303024893,3.5207918941829077,3.018973783257388,9.678413824840687
-119.53,37.34,26.0,4047.0,702.0,571.0,199.0,2.3482,0.0,2.7455459120906416,1.4767098944581607,3.4456833429066887,10.463292338447062
-117.25,34.11,30.0,2173.0,560.0,1509.0,486.0,1.4079,0.0,2.334730622241989,3.1696740712613174,3.5679468126682985,10.370608165810754
-122.01,38.25,11.0,6550.0,1149.0,3570.0,1123.0,3.8583,0.0,5.423956529511966,4.341240076647959,2.621307636089964,7.033439058805571
-118.14,34.01,36.0,702.0,210.0,834.0,216.0,2.25,3.0,1.4328276763735717,3.20887302804712,4.523876582611194,11.748326714462262
-122.41,37.64,38.0,1204.0,268.0,921.0,247.0,4.4464,2.0,2.9759739243459573,1.3185551910206168,4.516646399448419,11.58205493029158
-121.77,37.24,12.0,10236.0,1878.0,5674.0,1816.0,4.747,3.0,8.041640367723291,7.87123715561375,4.7756938568649066,3.74899691977182
-122.17,37.74,47.0,463.0,134.0,327.0,137.0,2.15,1.0,3.627139861085132,2.0465909022519884,5.495278169005919,12.4733783238334
-119.32,36.3,14.0,1680.0,343.0,931.0,350.0,2.7336,0.0,2.693227284584336,2.058664431083891,3.805530246326264,10.953929324137455
-119.02,35.33,35.0,2053.0,412.0,1193.0,387.0,2.75,0.0,2.1105569396325863,1.971894652549551,3.681110992005371,10.763610588499796
-117.94,33.7,18.0,4827.0,718.0,2471.0,716.0,6.1181,3.0,2.5939870953300757,4.082157462303157,2.047415699741447,8.714238855327972
-122.36,40.68,28.0,1745.0,379.0,1011.0,370.0,2.0391,0.0,4.363689686538683,1.6877267059737675,4.820243267279376,11.36472247016058
-122.8,38.39,26.0,2273.0,474.0,1124.0,420.0,2.9453,3.0,3.3112446308011707,1.7975679699369864,3.9626743379771425,10.83236564298974
-117.91,33.79,22.0,4417.0,1054.0,2759.0,983.0,4.25,3.0,2.9385035004577427,4.282590123172216,1.3767976704182774,7.918387183800408
-120.44,34.88,9.0,3124.0,415.0,1169.0,407.0,6.7694,3.0,2.6941242057666974,3.226637384556867,3.4468402431098286,10.425072475777132
-119.93,38.94,27.0,1709.0,408.0,97.0,44.0,2.4917,0.0,3.333506702574274,1.4750000696696175,4.746157134323371,11.81680718325701
-118.3,34.05,51.0,1005.0,314.0,1227.0,306.0,2.4297,3.0,1.9327340807450808,3.441428189707121,4.612228712906902,11.53082043350162
-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,3.0,1.9666193752584784,3.6248860345501632,4.55688579089283,11.44839209712534
-118.95,35.41,21.0,3999.0,727.0,1889.0,688.0,3.875,0.0,2.6487367985421426,2.5801924386975372,2.095319029920707,9.090624359388094
-122.15,37.41,29.0,473.0,103.0,359.0,87.0,7.0309,1.0,3.563970491129615,2.2351833252052065,5.239405271825274,12.306347303085268
-122.08,37.35,35.0,1347.0,207.0,548.0,189.0,7.7068,1.0,3.561997446480635,2.321849401615619,4.996928340383999,11.88631715808333
-119.29,36.34,35.0,1235.0,369.0,1246.0,341.0,1.474,0.0,2.627217095040999,1.973324403513886,4.132190480039346,11.131538131517583
-122.48,37.76,48.0,2660.0,616.0,1491.0,602.0,3.9758,1.0,3.4598224009651046,1.724721727781129,3.88626606163779,10.371957739381498
